sequence_names, nt_proportion0, nt_proportion1, nt_proportion2, nt_proportion3, dinucleotide_proportion0, dinucleotide_proportion1, dinucleotide_proportion2, dinucleotide_proportion3, dinucleotide_proportion4, dinucleotide_proportion5, dinucleotide_proportion6, dinucleotide_proportion7, dinucleotide_proportion8, dinucleotide_proportion9, dinucleotide_proportion10, dinucleotide_proportion11, dinucleotide_proportion12, dinucleotide_proportion13, dinucleotide_proportion14, dinucleotide_proportion15, gc_content, gc_ratio, sequence_length, bp_number, dP, bp_proportion0, bp_proportion1, bp_proportion2, bp_proportion_stem0, bp_proportion_stem1, bp_proportion_stem2, triplets0, triplets1, triplets2, triplets3, triplets4, triplets5, triplets6, triplets7, triplets8, triplets9, triplets10, triplets11, triplets12, triplets13, triplets14, triplets15, triplets16, triplets17, triplets18, triplets19, triplets20, triplets21, triplets22, triplets23, triplets24, triplets25, triplets26, triplets27, triplets28, triplets29, triplets30, triplets31, mfe, efe, ensemble_frequency, diversity, mfe_efe_difference, dQ, dG, mfei1, mfei2, mfei4
covid19_2201-2801_stem-506-571, 0.303030, 0.181818, 0.272727, 0.242424, 0.107692, 0.092308, 0.076923, 0.030769, 0.107692, 0.015385, 0.015385, 0.046154, 0.061538, 0.046154, 0.076923, 0.092308, 0.030769, 0.015385, 0.107692, 0.076923, 0.454545, 1.500000, 66.000000, 20.000000, 0.303030, 0.400000, 0.500000, 0.100000, 0.133333, 0.166667, 0.033333, 0.086207, 0.103448, 0.120690, 0.155172, 0.017241, 0.017241, 0.034483, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, 0.034483, 0.034483, 0.017241, 0.000000, 0.034483, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, 0.017241, 0.000000, 0.051724, 0.000000, 0.017241, 0.000000, 0.086207, 0.000000, 0.051724, 0.051724, -16.800000, -18.300000, 0.087050, 5.270000, 0.022727, 0.210490, -0.254545, -0.560000, -0.084848, -0.840000
covid19_2501-3101_stem-39-132, 0.297872, 0.180851, 0.223404, 0.297872, 0.096774, 0.096774, 0.053763, 0.053763, 0.064516, 0.043011, 0.010753, 0.064516, 0.053763, 0.032258, 0.053763, 0.075269, 0.086022, 0.010753, 0.096774, 0.107527, 0.404255, 1.235294, 94.000000, 23.000000, 0.244681, 0.478261, 0.434783, 0.086957, 0.159420, 0.144928, 0.028986, 0.070588, 0.082353, 0.105882, 0.094118, 0.000000, 0.011765, 0.023529, 0.047059, 0.023529, 0.011765, 0.000000, 0.023529, 0.011765, 0.000000, 0.011765, 0.000000, 0.047059, 0.023529, 0.011765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.023529, 0.000000, 0.000000, 0.000000, 0.129412, 0.070588, 0.047059, 0.129412, -25.300000, -26.780000, 0.090038, 14.440000, 0.015745, 0.477114, -0.269149, -0.665789, -0.089716, -1.100000
covid19_2501-3101_stem-435-513, 0.265823, 0.126582, 0.253165, 0.354430, 0.025641, 0.076923, 0.064103, 0.102564, 0.051282, 0.012821, 0.000000, 0.064103, 0.089744, 0.025641, 0.064103, 0.064103, 0.102564, 0.012821, 0.128205, 0.115385, 0.379747, 2.000000, 79.000000, 28.000000, 0.354430, 0.464286, 0.285714, 0.250000, 0.154762, 0.095238, 0.083333, 0.140845, 0.084507, 0.154930, 0.211268, 0.014085, 0.014085, 0.014085, 0.042254, 0.028169, 0.000000, 0.000000, 0.014085, 0.000000, 0.000000, 0.028169, 0.014085, 0.028169, 0.000000, 0.028169, 0.028169, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.014085, 0.014085, 0.014085, 0.070423, 0.000000, 0.000000, 0.042254, -23.700000, -25.530000, 0.050952, 7.170000, 0.023165, 0.224880, -0.300000, -0.790000, -0.100000, -0.846429
covid19_2701-3301_stem-282-422, 0.304965, 0.127660, 0.248227, 0.319149, 0.078571, 0.035714, 0.100000, 0.092857, 0.042857, 0.028571, 0.000000, 0.057143, 0.121429, 0.014286, 0.035714, 0.071429, 0.057143, 0.050000, 0.114286, 0.100000, 0.375887, 1.944444, 141.000000, 44.000000, 0.312057, 0.568182, 0.295455, 0.136364, 0.081169, 0.042208, 0.019481, 0.128788, 0.075758, 0.098485, 0.151515, 0.030303, 0.000000, 0.022727, 0.045455, 0.007576, 0.007576, 0.015152, 0.000000, 0.030303, 0.007576, 0.015152, 0.015152, 0.022727, 0.015152, 0.015152, 0.037879, 0.000000, 0.000000, 0.000000, 0.000000, 0.015152, 0.007576, 0.015152, 0.022727, 0.068182, 0.007576, 0.060606, 0.060606, -39.500000, -41.100000, 0.074362, 14.670000, 0.011348, 0.315340, -0.280142, -0.745283, -0.040020, -0.897727
covid19_2701-3301_stem-495-590, 0.364583, 0.156250, 0.229167, 0.250000, 0.115789, 0.094737, 0.084211, 0.073684, 0.105263, 0.000000, 0.010526, 0.031579, 0.094737, 0.010526, 0.052632, 0.073684, 0.042105, 0.052632, 0.084211, 0.073684, 0.385417, 1.466667, 96.000000, 26.000000, 0.270833, 0.461538, 0.423077, 0.115385, 0.153846, 0.141026, 0.038462, 0.057471, 0.057471, 0.080460, 0.080460, 0.045977, 0.034483, 0.034483, 0.034483, 0.057471, 0.000000, 0.011494, 0.034483, 0.022989, 0.000000, 0.022989, 0.000000, 0.034483, 0.022989, 0.034483, 0.057471, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.000000, 0.011494, 0.000000, 0.091954, 0.022989, 0.045977, 0.068966, -20.600000, -22.950000, 0.021994, 9.520000, 0.024479, 0.263300, -0.214583, -0.556757, -0.071528, -0.792308
covid19_2801-3401_stem-1-147, 0.312925, 0.176871, 0.231293, 0.278912, 0.109589, 0.068493, 0.068493, 0.068493, 0.054795, 0.027397, 0.013699, 0.075342, 0.075342, 0.047945, 0.034247, 0.075342, 0.075342, 0.034247, 0.109589, 0.061644, 0.408163, 1.307692, 147.000000, 47.000000, 0.319728, 0.510638, 0.361702, 0.127660, 0.085106, 0.060284, 0.021277, 0.110345, 0.096552, 0.103448, 0.117241, 0.027586, 0.013793, 0.041379, 0.027586, 0.013793, 0.013793, 0.013793, 0.013793, 0.034483, 0.000000, 0.013793, 0.006897, 0.027586, 0.006897, 0.013793, 0.062069, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.013793, 0.000000, 0.006897, 0.068966, 0.027586, 0.041379, 0.048276, -41.600000, -44.860000, 0.005033, 17.820000, 0.022177, 0.340040, -0.282993, -0.693333, -0.047166, -0.885106
covid19_2801-3401_stem-303-368, 0.272727, 0.166667, 0.242424, 0.318182, 0.076923, 0.061538, 0.046154, 0.092308, 0.030769, 0.046154, 0.000000, 0.076923, 0.076923, 0.046154, 0.061538, 0.061538, 0.076923, 0.015385, 0.138462, 0.092308, 0.409091, 1.454545, 66.000000, 20.000000, 0.303030, 0.400000, 0.350000, 0.250000, 0.133333, 0.116667, 0.083333, 0.087719, 0.087719, 0.175439, 0.175439, 0.035088, 0.000000, 0.017544, 0.017544, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.017544, 0.035088, 0.000000, 0.017544, 0.017544, 0.000000, 0.035088, 0.000000, 0.000000, 0.000000, 0.000000, 0.035088, 0.017544, 0.017544, 0.000000, 0.052632, 0.000000, 0.017544, 0.122807, -15.900000, -17.520000, 0.072517, 10.890000, 0.024545, 0.415842, -0.240909, -0.588889, -0.080303, -0.795000
covid19_3101-3701_stem-303-371, 0.391304, 0.144928, 0.246377, 0.217391, 0.205882, 0.058824, 0.088235, 0.044118, 0.073529, 0.044118, 0.000000, 0.029412, 0.044118, 0.044118, 0.073529, 0.073529, 0.073529, 0.000000, 0.073529, 0.073529, 0.391304, 1.700000, 69.000000, 17.000000, 0.246377, 0.529412, 0.352941, 0.117647, 0.264706, 0.176471, 0.058824, 0.065574, 0.098361, 0.114754, 0.114754, 0.049180, 0.000000, 0.000000, 0.016393, 0.016393, 0.000000, 0.016393, 0.000000, 0.032787, 0.000000, 0.000000, 0.000000, 0.032787, 0.000000, 0.000000, 0.032787, 0.000000, 0.000000, 0.000000, 0.000000, 0.032787, 0.000000, 0.000000, 0.000000, 0.180328, 0.065574, 0.098361, 0.032787, -17.000000, -17.940000, 0.216173, 4.330000, 0.013623, 0.204139, -0.246377, -0.629630, -0.123188, -1.000000
covid19_3201-3801_stem-1-67, 0.373134, 0.179104, 0.253731, 0.194030, 0.106061, 0.121212, 0.090909, 0.060606, 0.121212, 0.000000, 0.015152, 0.030303, 0.106061, 0.015152, 0.060606, 0.075758, 0.045455, 0.045455, 0.075758, 0.030303, 0.432836, 1.416667, 67.000000, 21.000000, 0.313433, 0.476190, 0.428571, 0.095238, 0.238095, 0.214286, 0.047619, 0.086207, 0.068966, 0.086207, 0.103448, 0.051724, 0.034483, 0.051724, 0.034483, 0.086207, 0.000000, 0.017241, 0.000000, 0.017241, 0.000000, 0.034483, 0.000000, 0.034483, 0.034483, 0.034483, 0.068966, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.000000, 0.017241, 0.017241, 0.051724, 0.017241, 0.017241, 0.000000, -16.600000, -18.120000, 0.085192, 6.430000, 0.022687, 0.236203, -0.247761, -0.572414, -0.123881, -0.790476
covid19_3201-3801_stem-67-136, 0.328571, 0.185714, 0.171429, 0.314286, 0.086957, 0.086957, 0.072464, 0.072464, 0.101449, 0.028986, 0.000000, 0.057971, 0.086957, 0.000000, 0.028986, 0.057971, 0.057971, 0.057971, 0.072464, 0.130435, 0.357143, 0.923077, 70.000000, 19.000000, 0.271429, 0.526316, 0.368421, 0.105263, 0.263158, 0.184211, 0.052632, 0.131148, 0.032787, 0.081967, 0.147541, 0.016393, 0.016393, 0.032787, 0.032787, 0.016393, 0.016393, 0.000000, 0.016393, 0.032787, 0.016393, 0.000000, 0.000000, 0.016393, 0.049180, 0.016393, 0.016393, 0.000000, 0.000000, 0.000000, 0.000000, 0.016393, 0.016393, 0.016393, 0.000000, 0.081967, 0.032787, 0.032787, 0.114754, -17.200000, -18.040000, 0.253956, 3.710000, 0.012000, 0.181666, -0.245714, -0.688000, -0.122857, -0.905263
covid19_3201-3801_stem-398-462, 0.338462, 0.200000, 0.169231, 0.292308, 0.156250, 0.078125, 0.046875, 0.046875, 0.093750, 0.031250, 0.015625, 0.062500, 0.046875, 0.015625, 0.031250, 0.078125, 0.046875, 0.078125, 0.078125, 0.093750, 0.369231, 0.846154, 65.000000, 16.000000, 0.246154, 0.500000, 0.312500, 0.187500, 0.250000, 0.156250, 0.093750, 0.090909, 0.072727, 0.090909, 0.109091, 0.036364, 0.000000, 0.000000, 0.054545, 0.018182, 0.018182, 0.018182, 0.000000, 0.018182, 0.000000, 0.000000, 0.018182, 0.018182, 0.000000, 0.036364, 0.036364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.018182, 0.018182, 0.000000, 0.145455, 0.072727, 0.018182, 0.090909, -15.000000, -15.840000, 0.257076, 3.250000, 0.012923, 0.132701, -0.230769, -0.625000, -0.115385, -0.937500
covid19_3501-4101_stem-10-114, 0.285714, 0.180952, 0.219048, 0.314286, 0.086538, 0.076923, 0.048077, 0.076923, 0.076923, 0.019231, 0.009615, 0.076923, 0.048077, 0.038462, 0.048077, 0.076923, 0.076923, 0.038462, 0.115385, 0.086538, 0.400000, 1.210526, 105.000000, 30.000000, 0.285714, 0.466667, 0.400000, 0.133333, 0.116667, 0.100000, 0.033333, 0.081633, 0.071429, 0.122449, 0.132653, 0.030612, 0.010204, 0.030612, 0.010204, 0.000000, 0.000000, 0.010204, 0.010204, 0.040816, 0.010204, 0.000000, 0.030612, 0.010204, 0.040816, 0.010204, 0.020408, 0.010204, 0.000000, 0.000000, 0.010204, 0.030612, 0.000000, 0.020408, 0.030612, 0.071429, 0.051020, 0.030612, 0.071429, -30.400000, -31.740000, 0.113483, 3.890000, 0.012762, 0.120986, -0.289524, -0.723810, -0.072381, -1.013333
covid19_3501-4101_stem-174-247, 0.256757, 0.216216, 0.148649, 0.378378, 0.041096, 0.068493, 0.041096, 0.109589, 0.082192, 0.041096, 0.013699, 0.068493, 0.027397, 0.054795, 0.027397, 0.041096, 0.095890, 0.054795, 0.068493, 0.164384, 0.364865, 0.687500, 74.000000, 16.000000, 0.216216, 0.437500, 0.437500, 0.125000, 0.218750, 0.218750, 0.062500, 0.070175, 0.070175, 0.070175, 0.070175, 0.035088, 0.035088, 0.017544, 0.035088, 0.000000, 0.000000, 0.035088, 0.035088, 0.000000, 0.017544, 0.000000, 0.035088, 0.017544, 0.000000, 0.052632, 0.052632, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.017544, 0.000000, 0.017544, 0.087719, 0.052632, 0.000000, 0.157895, -16.200000, -16.790000, 0.385358, 2.940000, 0.007973, 0.136624, -0.218919, -0.600000, -0.109459, -1.012500
covid19_3501-4101_stem-274-419, 0.376712, 0.143836, 0.191781, 0.287671, 0.186207, 0.041379, 0.089655, 0.062069, 0.048276, 0.013793, 0.006897, 0.075862, 0.089655, 0.041379, 0.013793, 0.048276, 0.055172, 0.048276, 0.075862, 0.103448, 0.335616, 1.333333, 146.000000, 45.000000, 0.308219, 0.577778, 0.222222, 0.200000, 0.096296, 0.037037, 0.033333, 0.137681, 0.050725, 0.086957, 0.159420, 0.021739, 0.007246, 0.021739, 0.050725, 0.000000, 0.007246, 0.007246, 0.000000, 0.021739, 0.028986, 0.021739, 0.014493, 0.028986, 0.014493, 0.021739, 0.036232, 0.000000, 0.000000, 0.000000, 0.000000, 0.065217, 0.014493, 0.000000, 0.007246, 0.101449, 0.028986, 0.021739, 0.021739, -30.900000, -33.550000, 0.013682, 34.310000, 0.018151, 0.631883, -0.211644, -0.630612, -0.035274, -0.686667
covid19_3601-4201_stem-47-110, 0.328125, 0.187500, 0.125000, 0.359375, 0.111111, 0.063492, 0.063492, 0.095238, 0.079365, 0.015873, 0.015873, 0.079365, 0.047619, 0.047619, 0.000000, 0.031746, 0.079365, 0.063492, 0.047619, 0.158730, 0.312500, 0.666667, 64.000000, 13.000000, 0.203125, 0.615385, 0.384615, 0.000000, 0.307692, 0.192308, 0.000000, 0.080000, 0.080000, 0.080000, 0.080000, 0.000000, 0.020000, 0.000000, 0.060000, 0.000000, 0.020000, 0.000000, 0.020000, 0.000000, 0.020000, 0.000000, 0.020000, 0.060000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.020000, 0.000000, 0.000000, 0.120000, 0.080000, 0.040000, 0.160000, -8.200000, -9.160000, 0.210344, 5.270000, 0.015000, 0.267841, -0.128125, -0.410000, -0.064062, -0.630769
covid19_3601-4201_stem-371-454, 0.369048, 0.166667, 0.154762, 0.309524, 0.156627, 0.096386, 0.060241, 0.060241, 0.072289, 0.012048, 0.000000, 0.084337, 0.072289, 0.012048, 0.024096, 0.048193, 0.072289, 0.048193, 0.060241, 0.120482, 0.321429, 0.928571, 84.000000, 23.000000, 0.273810, 0.565217, 0.304348, 0.130435, 0.141304, 0.076087, 0.032609, 0.081081, 0.040541, 0.094595, 0.108108, 0.054054, 0.040541, 0.000000, 0.040541, 0.040541, 0.013514, 0.000000, 0.027027, 0.040541, 0.013514, 0.000000, 0.000000, 0.027027, 0.013514, 0.027027, 0.054054, 0.000000, 0.000000, 0.000000, 0.000000, 0.013514, 0.027027, 0.000000, 0.000000, 0.108108, 0.027027, 0.027027, 0.081081, -14.300000, -15.460000, 0.152047, 8.980000, 0.013810, 0.267086, -0.170238, -0.529630, -0.042560, -0.621739
covid19_3701-4301_stem-482-549, 0.367647, 0.205882, 0.205882, 0.220588, 0.149254, 0.089552, 0.074627, 0.059701, 0.074627, 0.029851, 0.014925, 0.089552, 0.074627, 0.074627, 0.029851, 0.029851, 0.074627, 0.000000, 0.089552, 0.044776, 0.411765, 1.000000, 68.000000, 18.000000, 0.264706, 0.500000, 0.500000, 0.000000, 0.500000, 0.500000, 0.000000, 0.051724, 0.103448, 0.086207, 0.068966, 0.034483, 0.000000, 0.051724, 0.051724, 0.034483, 0.000000, 0.051724, 0.017241, 0.034483, 0.000000, 0.000000, 0.000000, 0.051724, 0.034483, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.000000, 0.000000, 0.000000, 0.137931, 0.068966, 0.000000, 0.068966, -19.800000, -20.190000, 0.531840, 1.440000, 0.005735, 0.051682, -0.291176, -0.707143, -0.291176, -1.100000
covid19_3901-4501_stem-365-453, 0.348315, 0.157303, 0.179775, 0.314607, 0.136364, 0.056818, 0.079545, 0.068182, 0.056818, 0.022727, 0.000000, 0.079545, 0.045455, 0.034091, 0.034091, 0.068182, 0.113636, 0.045455, 0.068182, 0.090909, 0.337079, 1.142857, 89.000000, 20.000000, 0.224719, 0.600000, 0.350000, 0.050000, 0.200000, 0.116667, 0.016667, 0.038961, 0.090909, 0.103896, 0.077922, 0.051948, 0.000000, 0.000000, 0.038961, 0.000000, 0.000000, 0.025974, 0.000000, 0.025974, 0.012987, 0.012987, 0.025974, 0.051948, 0.000000, 0.000000, 0.038961, 0.000000, 0.000000, 0.000000, 0.000000, 0.012987, 0.012987, 0.038961, 0.012987, 0.142857, 0.051948, 0.012987, 0.116883, -17.400000, -19.400000, 0.038663, 10.550000, 0.022472, 0.377329, -0.195506, -0.580000, -0.065169, -0.870000
covid19_4001-4601_stem-13-97, 0.294118, 0.211765, 0.129412, 0.364706, 0.059524, 0.095238, 0.035714, 0.107143, 0.107143, 0.023810, 0.000000, 0.083333, 0.059524, 0.023810, 0.011905, 0.035714, 0.059524, 0.071429, 0.083333, 0.142857, 0.341176, 0.611111, 85.000000, 22.000000, 0.258824, 0.545455, 0.272727, 0.181818, 0.136364, 0.068182, 0.045455, 0.093333, 0.080000, 0.120000, 0.106667, 0.053333, 0.000000, 0.013333, 0.013333, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.026667, 0.000000, 0.040000, 0.000000, 0.000000, 0.000000, 0.080000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026667, 0.013333, 0.000000, 0.040000, 0.106667, 0.080000, 0.013333, 0.080000, -16.400000, -17.960000, 0.079259, 9.700000, 0.018353, 0.308357, -0.192941, -0.565517, -0.048235, -0.745455
covid19_4101-4701_stem-322-413, 0.358696, 0.130435, 0.228261, 0.282609, 0.164835, 0.043956, 0.065934, 0.087912, 0.054945, 0.021978, 0.010989, 0.043956, 0.021978, 0.043956, 0.065934, 0.098901, 0.120879, 0.021978, 0.076923, 0.054945, 0.358696, 1.750000, 92.000000, 27.000000, 0.293478, 0.555556, 0.259259, 0.185185, 0.138889, 0.064815, 0.046296, 0.133333, 0.044444, 0.100000, 0.166667, 0.022222, 0.022222, 0.011111, 0.022222, 0.011111, 0.000000, 0.000000, 0.000000, 0.033333, 0.011111, 0.022222, 0.000000, 0.011111, 0.011111, 0.022222, 0.033333, 0.000000, 0.000000, 0.000000, 0.000000, 0.033333, 0.011111, 0.011111, 0.011111, 0.122222, 0.033333, 0.055556, 0.044444, -19.900000, -21.340000, 0.097394, 7.290000, 0.015652, 0.218887, -0.216304, -0.603030, -0.054076, -0.737037
covid19_4101-4701_stem-395-505, 0.333333, 0.180180, 0.171171, 0.315315, 0.109091, 0.118182, 0.045455, 0.063636, 0.072727, 0.009091, 0.018182, 0.072727, 0.045455, 0.018182, 0.036364, 0.072727, 0.100000, 0.036364, 0.072727, 0.109091, 0.351351, 0.950000, 111.000000, 36.000000, 0.324324, 0.583333, 0.333333, 0.083333, 0.116667, 0.066667, 0.016667, 0.119266, 0.091743, 0.119266, 0.137615, 0.036697, 0.009174, 0.009174, 0.036697, 0.000000, 0.000000, 0.027523, 0.000000, 0.009174, 0.018349, 0.000000, 0.045872, 0.036697, 0.009174, 0.009174, 0.036697, 0.000000, 0.000000, 0.000000, 0.009174, 0.027523, 0.018349, 0.000000, 0.027523, 0.100917, 0.027523, 0.009174, 0.027523, -27.500000, -29.560000, 0.035198, 12.360000, 0.018559, 0.270386, -0.247748, -0.705128, -0.049550, -0.763889
covid19_4301-4901_stem-71-139, 0.318841, 0.188406, 0.217391, 0.275362, 0.147059, 0.058824, 0.044118, 0.073529, 0.073529, 0.014706, 0.029412, 0.073529, 0.088235, 0.088235, 0.014706, 0.029412, 0.014706, 0.029412, 0.117647, 0.102941, 0.405797, 1.153846, 69.000000, 19.000000, 0.275362, 0.578947, 0.368421, 0.052632, 0.289474, 0.184211, 0.026316, 0.074627, 0.074627, 0.089552, 0.089552, 0.044776, 0.014925, 0.014925, 0.044776, 0.000000, 0.029851, 0.000000, 0.014925, 0.029851, 0.014925, 0.029851, 0.000000, 0.044776, 0.014925, 0.014925, 0.044776, 0.000000, 0.000000, 0.000000, 0.000000, 0.029851, 0.014925, 0.029851, 0.000000, 0.104478, 0.029851, 0.029851, 0.074627, -16.200000, -17.080000, 0.238219, 4.430000, 0.012754, 0.193142, -0.234783, -0.578571, -0.117391, -0.852632
covid19_4301-4901_stem-335-416, 0.243902, 0.207317, 0.207317, 0.341463, 0.074074, 0.037037, 0.074074, 0.061728, 0.049383, 0.024691, 0.012346, 0.111111, 0.061728, 0.061728, 0.024691, 0.061728, 0.061728, 0.086420, 0.098765, 0.098765, 0.414634, 1.000000, 82.000000, 23.000000, 0.280488, 0.391304, 0.434783, 0.173913, 0.130435, 0.144928, 0.057971, 0.062500, 0.075000, 0.112500, 0.100000, 0.025000, 0.037500, 0.012500, 0.037500, 0.012500, 0.012500, 0.000000, 0.025000, 0.025000, 0.000000, 0.000000, 0.037500, 0.025000, 0.012500, 0.050000, 0.025000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025000, 0.012500, 0.000000, 0.025000, 0.075000, 0.050000, 0.037500, 0.087500, -18.900000, -20.220000, 0.117061, 12.760000, 0.016098, 0.504322, -0.230488, -0.555882, -0.076829, -0.821739
covid19_4301-4901_stem-414-510, 0.288660, 0.216495, 0.134021, 0.360825, 0.104167, 0.072917, 0.031250, 0.083333, 0.052083, 0.041667, 0.010417, 0.104167, 0.041667, 0.020833, 0.031250, 0.041667, 0.093750, 0.083333, 0.062500, 0.125000, 0.350515, 0.619048, 97.000000, 19.000000, 0.195876, 0.526316, 0.421053, 0.052632, 0.175439, 0.140351, 0.017544, 0.096386, 0.060241, 0.060241, 0.072289, 0.012048, 0.012048, 0.024096, 0.024096, 0.012048, 0.000000, 0.000000, 0.000000, 0.000000, 0.024096, 0.012048, 0.024096, 0.012048, 0.012048, 0.012048, 0.036145, 0.000000, 0.000000, 0.000000, 0.000000, 0.024096, 0.012048, 0.000000, 0.024096, 0.120482, 0.072289, 0.036145, 0.204819, -15.200000, -16.920000, 0.061600, 8.790000, 0.017732, 0.298876, -0.156701, -0.447059, -0.052234, -0.800000
covid19_4501-5101_stem-78-154, 0.324675, 0.181818, 0.181818, 0.311688, 0.144737, 0.078947, 0.026316, 0.078947, 0.052632, 0.013158, 0.013158, 0.105263, 0.052632, 0.065789, 0.039474, 0.026316, 0.078947, 0.026316, 0.105263, 0.092105, 0.363636, 1.000000, 77.000000, 21.000000, 0.272727, 0.571429, 0.333333, 0.095238, 0.285714, 0.166667, 0.047619, 0.086957, 0.057971, 0.072464, 0.101449, 0.057971, 0.028986, 0.014493, 0.028986, 0.000000, 0.028986, 0.000000, 0.014493, 0.043478, 0.014493, 0.014493, 0.014493, 0.028986, 0.000000, 0.028986, 0.072464, 0.000000, 0.000000, 0.000000, 0.000000, 0.057971, 0.000000, 0.000000, 0.028986, 0.072464, 0.043478, 0.057971, 0.028986, -16.100000, -17.790000, 0.064904, 6.260000, 0.021948, 0.253702, -0.209091, -0.575000, -0.104545, -0.766667
covid19_4501-5101_stem-534-599, 0.348485, 0.151515, 0.181818, 0.318182, 0.138462, 0.076923, 0.030769, 0.107692, 0.061538, 0.030769, 0.000000, 0.061538, 0.061538, 0.015385, 0.061538, 0.046154, 0.076923, 0.030769, 0.092308, 0.107692, 0.333333, 1.200000, 66.000000, 16.000000, 0.242424, 0.437500, 0.312500, 0.250000, 0.145833, 0.104167, 0.083333, 0.087719, 0.070175, 0.087719, 0.105263, 0.017544, 0.000000, 0.017544, 0.052632, 0.035088, 0.000000, 0.035088, 0.000000, 0.017544, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.052632, 0.017544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017544, 0.000000, 0.192982, 0.070175, 0.000000, 0.105263, -18.900000, -19.230000, 0.585219, 1.450000, 0.005000, 0.076527, -0.286364, -0.859091, -0.095455, -1.181250
covid19_4901-5501_stem-421-509, 0.269663, 0.191011, 0.213483, 0.325843, 0.068182, 0.056818, 0.090909, 0.056818, 0.056818, 0.022727, 0.000000, 0.113636, 0.056818, 0.079545, 0.034091, 0.045455, 0.079545, 0.034091, 0.090909, 0.113636, 0.404494, 1.117647, 89.000000, 26.000000, 0.292135, 0.423077, 0.384615, 0.192308, 0.084615, 0.076923, 0.038462, 0.113924, 0.088608, 0.139241, 0.113924, 0.000000, 0.025316, 0.012658, 0.050633, 0.012658, 0.000000, 0.000000, 0.025316, 0.025316, 0.000000, 0.012658, 0.012658, 0.025316, 0.012658, 0.025316, 0.025316, 0.000000, 0.000000, 0.000000, 0.000000, 0.012658, 0.025316, 0.000000, 0.012658, 0.063291, 0.050633, 0.037975, 0.075949, -22.400000, -23.300000, 0.232498, 7.390000, 0.010112, 0.253787, -0.251685, -0.622222, -0.050337, -0.861538
covid19_5001-5601_stem-382-462, 0.320988, 0.135802, 0.234568, 0.308642, 0.087500, 0.062500, 0.112500, 0.050000, 0.037500, 0.012500, 0.000000, 0.087500, 0.075000, 0.050000, 0.025000, 0.087500, 0.112500, 0.012500, 0.100000, 0.087500, 0.370370, 1.727273, 81.000000, 25.000000, 0.308642, 0.520000, 0.400000, 0.080000, 0.130000, 0.100000, 0.020000, 0.140845, 0.056338, 0.112676, 0.169014, 0.028169, 0.014085, 0.042254, 0.014085, 0.000000, 0.000000, 0.028169, 0.028169, 0.028169, 0.000000, 0.000000, 0.014085, 0.000000, 0.070423, 0.014085, 0.014085, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.028169, 0.014085, 0.070423, 0.014085, 0.028169, 0.070423, -25.200000, -26.280000, 0.173616, 5.060000, 0.013333, 0.166050, -0.311111, -0.840000, -0.077778, -1.008000
covid19_5201-5801_stem-370-440, 0.323944, 0.154930, 0.211268, 0.309859, 0.100000, 0.100000, 0.042857, 0.071429, 0.085714, 0.014286, 0.014286, 0.042857, 0.042857, 0.014286, 0.057143, 0.100000, 0.085714, 0.028571, 0.100000, 0.100000, 0.366197, 1.363636, 71.000000, 22.000000, 0.309859, 0.545455, 0.318182, 0.136364, 0.181818, 0.106061, 0.045455, 0.155172, 0.086207, 0.172414, 0.206897, 0.017241, 0.017241, 0.000000, 0.017241, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034483, 0.000000, 0.000000, 0.017241, 0.000000, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017241, 0.086207, 0.051724, 0.034483, 0.051724, -21.000000, -21.750000, 0.295805, 5.680000, 0.010563, 0.241255, -0.295775, -0.807692, -0.098592, -0.954545
